county,contest_group_id,contest_name,choice,choice_party,sum
MADISON,1,MADISON COUNTY BOARD OF COMMISSIONERS,Matthew (Matt) Wechtel,REP,5797
MADISON,1,MADISON COUNTY BOARD OF COMMISSIONERS,Wayne Brigman,DEM,5715
MADISON,1,MADISON COUNTY BOARD OF COMMISSIONERS,Willa Wyatt,DEM,4953
MADISON,2,MADISON COUNTY REGISTER OF DEEDS,Susan Rector,DEM,8471
MADISON,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Harold L. Hunter,,8202
MADISON,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kim Lewis (Write-In),,14
MADISON,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,75
MARTIN,6,MARTIN COUNTY BOARD OF COMMISSIONERS EASTERN DISTRICT,"Dempsey Bond, Jr.",DEM,4572
MARTIN,6,MARTIN COUNTY BOARD OF COMMISSIONERS EASTERN DISTRICT,Elmo (Butch) Lilley,UNA,4704
MARTIN,6,MARTIN COUNTY BOARD OF COMMISSIONERS EASTERN DISTRICT,Moses Matthews,DEM,4072
MARTIN,6,MARTIN COUNTY BOARD OF COMMISSIONERS EASTERN DISTRICT,Tommy Bowen,DEM,5614
MARTIN,2,MARTIN COUNTY BOARD OF EDUCATION DISTRICT 3,Kenneth Harrell,,1354
MARTIN,2,MARTIN COUNTY BOARD OF EDUCATION DISTRICT 3,Write-In (Miscellaneous),,19
MARTIN,3,MARTIN COUNTY BOARD OF EDUCATION DISTRICT 5,Renee Purvis,,1003
MARTIN,3,MARTIN COUNTY BOARD OF EDUCATION DISTRICT 5,Write-In (Miscellaneous),,74
MARTIN,4,MARTIN COUNTY BOARD OF EDUCATION DISTRICT 7,Van Heath,,1271
MARTIN,4,MARTIN COUNTY BOARD OF EDUCATION DISTRICT 7,Write-In (Miscellaneous),,89
MARTIN,5,MARTIN COUNTY REGISTER OF DEEDS,Kimberly J. Griffin,DEM,8793
MARTIN,1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Caleb Roberson (Write-In),,5
MARTIN,1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kenneth Harrell (Write-In),,20
MARTIN,1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Richard (Ricky) Cannon,,9179
MARTIN,1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,102
MCDOWELL,7,MCDOWELL COUNTY BOARD OF COMMISSIONERS,Barry McPeters,REP,11770
MCDOWELL,7,MCDOWELL COUNTY BOARD OF COMMISSIONERS,Lynn Greene,REP,13169
MCDOWELL,4,MCDOWELL COUNTY BOARD OF EDUCATION MARION,Amy Moomaw,,10126
MCDOWELL,4,MCDOWELL COUNTY BOARD OF EDUCATION MARION,David Patneaude,,6308
MCDOWELL,4,MCDOWELL COUNTY BOARD OF EDUCATION MARION,Doug McCraw,,7808
MCDOWELL,4,MCDOWELL COUNTY BOARD OF EDUCATION MARION,Michelle Pupoh,,5825
MCDOWELL,4,MCDOWELL COUNTY BOARD OF EDUCATION MARION,Randy Williams,,7264
MCDOWELL,4,MCDOWELL COUNTY BOARD OF EDUCATION MARION,Samantha Parrow,,4851
MCDOWELL,4,MCDOWELL COUNTY BOARD OF EDUCATION MARION,Write-In (Miscellaneous),,193
MCDOWELL,5,MCDOWELL COUNTY BOARD OF EDUCATION NORTH COVE,Terry English,,14046
MCDOWELL,5,MCDOWELL COUNTY BOARD OF EDUCATION NORTH COVE,Write-In (Miscellaneous),,92
MCDOWELL,6,MCDOWELL COUNTY BOARD OF EDUCATION OLD FORT,Autumn K. G. Robinson,,2477
MCDOWELL,6,MCDOWELL COUNTY BOARD OF EDUCATION OLD FORT,Chad (Snapper) Greene,,5214
MCDOWELL,6,MCDOWELL COUNTY BOARD OF EDUCATION OLD FORT,L. Deon Lytle,,1316
MCDOWELL,6,MCDOWELL COUNTY BOARD OF EDUCATION OLD FORT,Patrick Ellis,,6906
MCDOWELL,6,MCDOWELL COUNTY BOARD OF EDUCATION OLD FORT,Write-In (Miscellaneous),,43
MCDOWELL,8,MCDOWELL COUNTY REGISTER OF DEEDS,Tonia Hampton,REP,15564
MCDOWELL,2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Wayne Parker,,14672
MCDOWELL,2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,103
MECKLENBURG,11,Housing Bonds,No,,103111
MECKLENBURG,11,Housing Bonds,Yes,,240025
MECKLENBURG,1,MECKLENBURG COUNTY COMMISSI0NER AT-LARGE,Ella Scarborough,DEM,230220
MECKLENBURG,1,MECKLENBURG COUNTY COMMISSI0NER AT-LARGE,Jeremy Brasch,REP,188037
MECKLENBURG,1,MECKLENBURG COUNTY COMMISSI0NER AT-LARGE,Patricia (Pat) Cotham,DEM,268307
MECKLENBURG,1,MECKLENBURG COUNTY COMMISSI0NER AT-LARGE,Trevor M. Fuller,DEM,233852
MECKLENBURG,2,MECKLENBURG COUNTY COMMISSIONER DISTRICT 1,Jim Puckett,REP,54806
MECKLENBURG,3,MECKLENBURG COUNTY COMMISSIONER DISTRICT 2,Vilma D. Leake,DEM,57775
MECKLENBURG,4,MECKLENBURG COUNTY COMMISSIONER DISTRICT 3,George Dunlap,DEM,56815
MECKLENBURG,5,MECKLENBURG COUNTY COMMISSIONER DISTRICT 4,Dumont Clarke,DEM,52274
MECKLENBURG,7,MECKLENBURG COUNTY COMMISSIONER DISTRICT 5,Marc Friedland,DEM,34988
MECKLENBURG,7,MECKLENBURG COUNTY COMMISSIONER DISTRICT 5,Matthew Ridenhour,REP,47754
MECKLENBURG,6,MECKLENBURG COUNTY COMMISSIONER DISTRICT 6,Bill James,REP,57855
MECKLENBURG,8,MECKLENBURG COUNTY REGISTER OF DEEDS,Fred Smith,DEM,329008
MECKLENBURG,12,Neighborhood Improvements Bonds,No,,76193
MECKLENBURG,12,Neighborhood Improvements Bonds,Yes,,267946
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Brad Johnson,,86617
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Carl Lamp (Write-In),,5
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Doug Hanks,,30686
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Eric Erickson,,72588
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Glenn Normoyle (Write-In),,14
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Harrison Lord (Write-In),,145
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,James Tatrio (Write-In),,83
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jason Stevens (Write-In),,21
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Julie Ohlhaut (Write-In),,6
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Justin Garton (Write-In),,5
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Lisa Carol Rudisill,,73208
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Rodney Campbell (Write-In),,8
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Sam Perkins (Write-In),,7
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Susan Kent (Write-In),,5
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Vonnie Brown,,76296
MECKLENBURG,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,3780
MECKLENBURG,10,Transportation Bonds,No,,79642
MECKLENBURG,10,Transportation Bonds,Yes,,264087
MITCHELL,2,MITCHELL COUNTY BOARD OF COMMISSIONERS,Danny R. Burleson,REP,5730
MITCHELL,2,MITCHELL COUNTY BOARD OF COMMISSIONERS,Jacob Warren Willis,REP,4487
MITCHELL,2,MITCHELL COUNTY BOARD OF COMMISSIONERS,Ken W. Hollifield,REP,4128
MITCHELL,6,MITCHELL COUNTY BOARD OF COMMISSIONERS (UNEXPIRED TERM),Bruce Koran,DEM,1651
MITCHELL,6,MITCHELL COUNTY BOARD OF COMMISSIONERS (UNEXPIRED TERM),Keith Holtsclaw,REP,5743
MITCHELL,3,MITCHELL COUNTY BOARD OF EDUCATION,Brenda H. Sparks,,2305
MITCHELL,3,MITCHELL COUNTY BOARD OF EDUCATION,Gabe Woody,,2113
MITCHELL,3,MITCHELL COUNTY BOARD OF EDUCATION,Paula Hoilman Holtsclaw,,720
MITCHELL,3,MITCHELL COUNTY BOARD OF EDUCATION,Sam Blevins,,3012
MITCHELL,3,MITCHELL COUNTY BOARD OF EDUCATION,Shane Biddix,,2344
MITCHELL,3,MITCHELL COUNTY BOARD OF EDUCATION,Sherry Bell,,2446
MITCHELL,3,MITCHELL COUNTY BOARD OF EDUCATION,Write-In (Miscellaneous),,44
MITCHELL,5,MITCHELL COUNTY LOCAL SALES AND USE TAX,Against,,4455
MITCHELL,5,MITCHELL COUNTY LOCAL SALES AND USE TAX,For,,3137
MITCHELL,1,REGISTER OF DEEDS,Kathy Laws,REP,6478
MITCHELL,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ed Terrell,,6001
MITCHELL,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,63
MONTGOMERY,290005,HANDY SANITARY DISTRICT SUPERVISOR,Karen Nash (Write-In),,6
MONTGOMERY,290005,HANDY SANITARY DISTRICT SUPERVISOR,Pauline Weaver,,371
MONTGOMERY,290005,HANDY SANITARY DISTRICT SUPERVISOR,Richard K. Smith,,382
MONTGOMERY,290005,HANDY SANITARY DISTRICT SUPERVISOR,Write-In (Miscellaneous),,33
MONTGOMERY,9,MONTGOMERY COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Jim Matheny,REP,3773
MONTGOMERY,6,MONTGOMERY COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Harold Vanderveer,REP,1478
MONTGOMERY,6,MONTGOMERY COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Wayne Wooten,DEM,1631
MONTGOMERY,1,MONTGOMERY COUNTY BOARD OF EDUCATION DISTRICT 2,Shirley Threadgill,,1349
MONTGOMERY,1,MONTGOMERY COUNTY BOARD OF EDUCATION DISTRICT 2,Write-In (Miscellaneous),,29
MONTGOMERY,2,MONTGOMERY COUNTY BOARD OF EDUCATION DISTRICT 4,Steve DeBerry,,2263
MONTGOMERY,2,MONTGOMERY COUNTY BOARD OF EDUCATION DISTRICT 4,Write-In (Miscellaneous),,68
MONTGOMERY,3,MONTGOMERY COUNTY BOARD OF EDUCATION DISTRICT 5,Ann Long,,1226
MONTGOMERY,3,MONTGOMERY COUNTY BOARD OF EDUCATION DISTRICT 5,Write-In (Miscellaneous),,63
MONTGOMERY,7,MONTGOMERY COUNTY BOARD OFCOMMISSIONERS DISTRICT 3,Anthony Copeland,DEM,2754
MONTGOMERY,8,MONTGOMERY COUNTY REGISTER OF DEEDS,Melissa F. Pipkin,DEM,7820
MONTGOMERY,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Charles Lucas,,8354
MONTGOMERY,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,131
MOORE,13,MOORE COUNTY BOARD OF COMMISSIONERS DISTRICT II,Louis Gregory,REP,33691
MOORE,14,MOORE COUNTY BOARD OF COMMISSIONERS DISTRICT IV,Frank Quis,REP,34017
MOORE,19,MOORE COUNTY BOARD OF EDUCATION AT-LARGE (UNEXPIRED TERM),Libby Carter,,25667
MOORE,19,MOORE COUNTY BOARD OF EDUCATION AT-LARGE (UNEXPIRED TERM),Pam Thompson,,12844
MOORE,19,MOORE COUNTY BOARD OF EDUCATION AT-LARGE (UNEXPIRED TERM),Write-In (Miscellaneous),,113
MOORE,15,MOORE COUNTY BOARD OF EDUCATION DISTRICT I,Billy Marts,,10553
MOORE,15,MOORE COUNTY BOARD OF EDUCATION DISTRICT I,Stacey Caldwell,,24400
MOORE,15,MOORE COUNTY BOARD OF EDUCATION DISTRICT I,Write-In (Miscellaneous),,110
MOORE,16,MOORE COUNTY BOARD OF EDUCATION DISTRICT II,Helena Wallin-Miller,,27745
MOORE,16,MOORE COUNTY BOARD OF EDUCATION DISTRICT II,Robert Bonville (Write-In),,7
MOORE,16,MOORE COUNTY BOARD OF EDUCATION DISTRICT II,Write-In (Miscellaneous),,304
MOORE,17,MOORE COUNTY BOARD OF EDUCATION DISTRICT IV,Angela Headen Davis,,14423
MOORE,17,MOORE COUNTY BOARD OF EDUCATION DISTRICT IV,Betty Wells Brown,,18729
MOORE,17,MOORE COUNTY BOARD OF EDUCATION DISTRICT IV,Write-In (Miscellaneous),,157
MOORE,18,MOORE COUNTY BOARD OF EDUCATION DISTRICT V,B. J. Goodridge,,9833
MOORE,18,MOORE COUNTY BOARD OF EDUCATION DISTRICT V,Bruce Cunningham,,26013
MOORE,18,MOORE COUNTY BOARD OF EDUCATION DISTRICT V,Write-In (Miscellaneous),,130
MOORE,12,MOORE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Bill Loeser,,13947
MOORE,12,MOORE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,William Arthur (Art) Williams,,18731
MOORE,12,MOORE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,158
NASH,9,NASH COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Lou M. Richardson,DEM,5234
NASH,10,NASH COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Dan Cone,REP,3715
NASH,10,NASH COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Edward (Ed) Bissette,DEM,2518
NASH,11,NASH COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Lisa Stone Barnes,REP,5166
NASH,8,NASH COUNTY REGISTER OF DEEDS,Anne J. Melvin,DEM,33647
NASH,1,NASH COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Franklin Lamm (Write-In),,5
NASH,1,NASH COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Gloria Whitley (Write-In),,25
NASH,1,NASH COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ricky Jenkins (Write-In),,6
NASH,1,NASH COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,"Robert C. Glover, Jr.",,32021
NASH,1,NASH COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,598
NASH,2,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 1,Doneva Chavis-Battle,,3709
NASH,2,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 1,Write-In (Miscellaneous),,79
NASH,330006,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 10,Evelyn Hines Bulluck,,2328
NASH,330006,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 10,Write-In (Miscellaneous),,56
NASH,330007,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 11,Ann P. Edge,,1346
NASH,330007,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 11,Write-In (Miscellaneous),,23
NASH,3,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 3,Franklin Lamm,,3537
NASH,3,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 3,Write-In (Miscellaneous),,68
NASH,4,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 5,Gloria Whitley (Write-In),,94
NASH,4,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 5,William (Bill) Sharpe,,3534
NASH,4,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 5,Write-In (Miscellaneous),,97
NASH,5,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 7,Ricky D. Jenkins,,4034
NASH,5,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 7,Write-In (Miscellaneous),,98
NEW HANOVER,1,NEW HANOVER COUNTY BOARD OF COMMISSIONERS,Derrick Hickey,REP,48965
NEW HANOVER,1,NEW HANOVER COUNTY BOARD OF COMMISSIONERS,"Jonathan Barfield, Jr.",DEM,49452
NEW HANOVER,1,NEW HANOVER COUNTY BOARD OF COMMISSIONERS,Julia Boseman,DEM,49030
NEW HANOVER,1,NEW HANOVER COUNTY BOARD OF COMMISSIONERS,Nelson G. Beaulieu,DEM,41904
NEW HANOVER,1,NEW HANOVER COUNTY BOARD OF COMMISSIONERS,Patricia Kusek,REP,49390
NEW HANOVER,1,NEW HANOVER COUNTY BOARD OF COMMISSIONERS,Woody White,REP,52851
NEW HANOVER,2,NEW HANOVER COUNTY BOARD OF EDUCATION,David Lee Wortman,REP,49136
NEW HANOVER,2,NEW HANOVER COUNTY BOARD OF EDUCATION,Emma Saunders,DEM,44375
NEW HANOVER,2,NEW HANOVER COUNTY BOARD OF EDUCATION,Jeannette S. Nichols,REP,48643
NEW HANOVER,2,NEW HANOVER COUNTY BOARD OF EDUCATION,Kevin Spears,DEM,43756
NEW HANOVER,2,NEW HANOVER COUNTY BOARD OF EDUCATION,Lisa Estep,REP,55865
NEW HANOVER,2,NEW HANOVER COUNTY BOARD OF EDUCATION,Sandra Leigh,DEM,46061
NEW HANOVER,5,NEW HANOVER COUNTY REGISTER OF DEEDS,Tammy T. Beasley,REP,75013
NEW HANOVER,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,David Dowdy,,45055
NEW HANOVER,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,John Cala (Write-In),,8
NEW HANOVER,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,John Tunstall (Write-In),,6
NEW HANOVER,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Lance Capps (Write-In),,40
NEW HANOVER,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Richard Groves,,30699
NEW HANOVER,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,864
NEW HANOVER,6,WILMINGTON PARKS AND RECREATION BONDS,No,,19374
NEW HANOVER,6,WILMINGTON PARKS AND RECREATION BONDS,Yes,,34247
NORTHAMPTON,1,NORTHAMPTON COUNTY BOARD OF COMMISSIONERS DISTRICT 1,"Charles R. Tyner, Sr.",DEM,6945
NORTHAMPTON,2,NORTHAMPTON COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Geneva N. Riddick,DEM,6952
NORTHAMPTON,5,NORTHAMPTON COUNTY REGISTER OF DEEDS,Robin Phillips Williams,DEM,7098
NORTHAMPTON,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,William M Stephenson,,7097
NORTHAMPTON,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,67
ONSLOW,6,ALTER STRUCTURE OF ONSLOW BOARD OF COMMISSIONERS,No,,20501
ONSLOW,6,ALTER STRUCTURE OF ONSLOW BOARD OF COMMISSIONERS,Yes,,30142
ONSLOW,5,ONSLOW COUNTY BOARD OF COMMISSIONERS,Ernest (Ernie) J. Wright,DEM,24156
ONSLOW,5,ONSLOW COUNTY BOARD OF COMMISSIONERS,Jack Bright,REP,32276
ONSLOW,5,ONSLOW COUNTY BOARD OF COMMISSIONERS,Mark Price,REP,31100
ONSLOW,5,ONSLOW COUNTY BOARD OF COMMISSIONERS,Paul Buchanan,REP,30058
ONSLOW,5,ONSLOW COUNTY BOARD OF COMMISSIONERS,Robin Knapp,REP,31495
ONSLOW,5,ONSLOW COUNTY BOARD OF COMMISSIONERS,Royce Bennett,REP,31871
ONSLOW,4,ONSLOW COUNTY REGISTER OF DEEDS,Becky Pollard,REP,41668
ONSLOW,2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Daryl Witt (Write-In),,9
ONSLOW,2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,S. Jerome Shaw,,36830
ONSLOW,2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Willie Justice (Write-In),,6
ONSLOW,2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,491
ORANGE,1,ORANGE COUNTY BOARD OF COMMISSIONERS AT-LARGE,Mark Marcoplos,DEM,63284
ORANGE,2,ORANGE COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Mark Dorosin,DEM,46409
ORANGE,2,ORANGE COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Penny Rich,DEM,54542
ORANGE,3,ORANGE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Renee Price,DEM,63208
ORANGE,6,ORANGE COUNTY BONDS FOR LOW AND MODERATE INCOME HOUSING,Against,,26786
ORANGE,6,ORANGE COUNTY BONDS FOR LOW AND MODERATE INCOME HOUSING,For,,51176
ORANGE,5,ORANGE COUNTY SCHOOL BONDS,Against,,19038
ORANGE,5,ORANGE COUNTY SCHOOL BONDS,For,,58789
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Adam Prah (Write-In),,6
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Benjamin Schwartz (Write-In),,6
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Chris Hogan (Write-In),,5
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Danielle Adams (Write-In),,127
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,David Gallagher (Write-In),,9
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kevin T. Brown (Write-In),,6
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Marshall Harvey (Write-In),,27
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Roger T. Tate,,57518
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Sam Sawyer (Write-In),,9
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Sean McCabe (Write-In),,5
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Shane Jones (Write-In),,14
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Shane Oakley (Write-In),,7
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ted Waffa (Write-In),,5
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Terry Hackett (Write-In),,5
ORANGE,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,1081
PAMLICO,3,COUNTY BOARD OF  COMMISSIONERS DISTRICT 5,Ken Heath,REP,1238
PAMLICO,1,COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Pat Lee Prescott,DEM,871
PAMLICO,2,COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Candy Bohmert,REP,1100
PAMLICO,2,COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Jennifer Sanders Spain,DEM,706
PAMLICO,5,PAMLICO COUNTY REGISTER OF DEEDS,Lynn H. Lewis,DEM,4983
PAMLICO,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,James (Bossy) Hardison,,5260
PAMLICO,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,42
PAMLICO,6,TOWN OF GRANTSBORO MIXED BEVERAGE ELECTION,Against,,100
PAMLICO,6,TOWN OF GRANTSBORO MIXED BEVERAGE ELECTION,For,,195
PASQUOTANK,1,PASQUOTANK COUNTY BOARD OF COMMISSIONERS AT-LARGE,Jeff Dixon,DEM,10216
PASQUOTANK,1,PASQUOTANK COUNTY BOARD OF COMMISSIONERS AT-LARGE,Sean Lavin,UNA,5663
PASQUOTANK,2,PASQUOTANK COUNTY BOARD OF COMMISSIONERS CDNI,Lloyd E. Griffin III,DEM,3173
PASQUOTANK,3,PASQUOTANK COUNTY BOARD OF COMMISSIONERS CDSO,Frankie Meads,REP,3477
PASQUOTANK,4,PASQUOTANK COUNTY BOARD OF EDUCATION AT-LARGE,Buck Jolly,,13349
PASQUOTANK,4,PASQUOTANK COUNTY BOARD OF EDUCATION AT-LARGE,Sean Lavin (Write-In),,143
PASQUOTANK,4,PASQUOTANK COUNTY BOARD OF EDUCATION AT-LARGE,Shelia Williams (Write-In),,7
PASQUOTANK,4,PASQUOTANK COUNTY BOARD OF EDUCATION AT-LARGE,Write-In (Miscellaneous),,194
PASQUOTANK,5,PASQUOTANK COUNTY BOARD OF EDUCATION ICL,"Harvey L. Beasley, Sr.",,5183
PASQUOTANK,5,PASQUOTANK COUNTY BOARD OF EDUCATION ICL,Shelia Hughes Williams,,8359
PASQUOTANK,5,PASQUOTANK COUNTY BOARD OF EDUCATION ICL,Write-In (Miscellaneous),,71
PASQUOTANK,6,PASQUOTANK COUNTY BOARD OF EDUCATION OCL,Denauvo M. Robinson,,11752
PASQUOTANK,6,PASQUOTANK COUNTY BOARD OF EDUCATION OCL,Sean Lavin (Write-In),,41
PASQUOTANK,6,PASQUOTANK COUNTY BOARD OF EDUCATION OCL,Write-In (Miscellaneous),,154
PASQUOTANK,9,PASQUOTANK COUNTY CLERK OF SUPERIOR COURT (UNEXPIRED TERM),Katherine (Kathy) Cartwright,DEM,13274
PASQUOTANK,10,PASQUOTANK COUNTY LOCAL SALES AND USE TAX,Against,,10275
PASQUOTANK,10,PASQUOTANK COUNTY LOCAL SALES AND USE TAX,For,,5689
PASQUOTANK,8,PASQUOTANK COUNTY REGISTER OF DEEDS,Joyce W. (Joy) Pritchard,DEM,13135
PASQUOTANK,7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Doug Temple,,11109
PASQUOTANK,7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Sekender Khan,,2850
PASQUOTANK,7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,62
PENDER,1,PENDER COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Demetrice A. Keith,DEM,9006
PENDER,1,PENDER COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Jacqueline A. Newton,REP,17358
PENDER,2,PENDER COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Fred McCoy,REP,16880
PENDER,2,PENDER COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Sheree Shepard,DEM,9430
PENDER,4,PENDER COUNTY REGISTER OF DEEDS,Sharon Lear Willoughby,REP,20423
PENDER,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Don M. Rawls,,19047
PENDER,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,221
PERQUIMANS,4,MINZIES CREEK SANITARY DISTRICT COMMISSIONER,Clay Helm,,12
PERQUIMANS,4,MINZIES CREEK SANITARY DISTRICT COMMISSIONER,Write-In (Miscellaneous),,1
PERQUIMANS,3,PERQUIMANS COUNTY BOARD OF COMMISSIONERS,Alan Lennon,REP,664
PERQUIMANS,3,PERQUIMANS COUNTY BOARD OF COMMISSIONERS,Charles Woodard,DEM,2257
PERQUIMANS,3,PERQUIMANS COUNTY BOARD OF COMMISSIONERS,Joseph W. Hoffler,DEM,1082
PERQUIMANS,3,PERQUIMANS COUNTY BOARD OF COMMISSIONERS,Kyle Jones,REP,2543
